Cast Vote Record,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2
621,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
625,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
626,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
627,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
631,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.",undervote
632,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
633,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
634,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
636,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
637,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L."
641,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
642,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
643,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
645,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
654,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
657,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
659,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
660,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
662,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
665,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
666,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
667,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
673,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
674,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
676,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
679,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
680,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
681,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
682,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
684,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
686,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
688,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
689,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
693,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
694,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Bond, Tiffany L.",undervote
695,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
696,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
698,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
699,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
702,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
703,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
704,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
709,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
712,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
713,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
715,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
716,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
717,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
719,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
722,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
724,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
725,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
727,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
728,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
729,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
732,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
735,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
740,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
743,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
747,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
749,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
750,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
751,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
752,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
754,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
755,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
761,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
763,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
766,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
771,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
773,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
775,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
776,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
778,"Hoar, William R.S.",undervote,undervote,undervote
780,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
781,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
783,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S."
786,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
787,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce"
789,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
791,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
793,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
794,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
795,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
797,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
800,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S."
801,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
802,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
806,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
808,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
811,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
812,"Hoar, William R.S.",undervote,undervote,undervote
814,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
815,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
816,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
818,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
820,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
825,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
826,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
830,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
837,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
838,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
839,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
840,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
843,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
844,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
846,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
847,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
850,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
851,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
852,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
857,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
859,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
861,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
869,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
871,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
872,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
873,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
874,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
879,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
880,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
885,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
887,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
888,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
889,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
891,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
895,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
896,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
897,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
902,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
906,undervote,undervote,undervote,undervote
907,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
908,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
909,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
911,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
912,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
916,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
918,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
920,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
921,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
922,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote
924,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
925,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
926,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
928,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
930,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
931,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
934,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
935,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
936,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
938,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
941,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
942,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
943,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
946,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
948,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
950,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
951,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote
958,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
961,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
963,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
968,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
969,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
972,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
975,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
976,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
981,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
982,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
983,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
984,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
988,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
989,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
990,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
991,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
992,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
993,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
994,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
995,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
997,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
998,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1002,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1003,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1004,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1006,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1008,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1010,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1013,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1014,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1015,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1018,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
1019,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1021,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1024,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1027,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1028,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1029,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1030,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
1032,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1034,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1035,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce"
1036,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1038,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote
1039,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1040,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
1044,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
1048,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
1052,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1055,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote
1057,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1058,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1060,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1063,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1066,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1067,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1068,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1075,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
1076,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
1077,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.",undervote
1078,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1082,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1083,"Hoar, William R.S.","Bond, Tiffany L.","Hoar, William R.S.","Bond, Tiffany L."
1084,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.",undervote,undervote
1085,undervote,undervote,undervote,undervote
1087,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1088,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1089,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
1091,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1094,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1096,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1097,"Bond, Tiffany L.",undervote,undervote,undervote
1099,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1103,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
1107,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote
1109,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1110,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
1111,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1115,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F."
1117,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1120,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote
1121,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1122,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1123,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S."
1124,"REP Poliquin, Bruce (5931)","Hoar, William R.S.",undervote,undervote
1125,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
1126,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1128,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote
1129,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1131,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.",undervote
1133,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1134,"Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
1135,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote
1139,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
1140,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote
1143,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
1144,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote
